location,size,total_sqft,bath,price,bhk,price_per_sqft
Greater Faridabad,3 BHK,1385.0,2.0,58.17,3,4200.0
Greater Faridabad,3 BHK,1575.0,2.0,110.0,3,6984.126984126984
Greater Faridabad,3 BHK,1850.0,3.0,140.0,3,7567.5675675675675
Greater Faridabad,3 BHK,1370.0,2.0,54.79,3,3999.2700729927005
Greater Faridabad,3 BHK,1370.0,2.0,54.79,3,3999.2700729927005
Greater Faridabad,4 Bedroom,3600.0,3.0,410.0,4,11388.888888888889
Greater Faridabad,7 Bedroom,4800.0,7.0,170.0,7,3541.6666666666665
Greater Faridabad,3 BHK,1300.0,2.0,52.0,3,4000.0
Greater Faridabad,3 BHK,1575.0,2.0,120.0,3,7619.047619047619
Greater Faridabad,3 BHK,1850.0,3.0,150.0,3,8108.108108108108
Greater Faridabad,6 Bedroom,1045.0,6.0,160.0,6,15311.004784688996
Greater Faridabad,3 BHK,1680.0,3.0,120.0,3,7142.857142857143
Greater Faridabad,2 BHK,1212.0,3.0,42.0,2,3465.3465346534654
Greater Faridabad,2 BHK,1175.0,2.0,82.5,2,7021.276595744681
Greater Faridabad,3 Bedroom,3300.0,4.0,160.0,3,4848.484848484848
Greater Faridabad,3 Bedroom,2200.0,4.0,105.0,3,4772.727272727273
Greater Faridabad,2 BHK,1215.0,2.0,90.0,2,7407.407407407408
Greater Faridabad,2 BHK,1050.0,2.0,75.0,2,7142.857142857143
Greater Faridabad,3 BHK,1300.0,3.0,89.13,3,6856.153846153846
Greater Faridabad,2 BHK,1130.0,2.0,73.0,2,6460.1769911504425
Greater Faridabad,3 BHK,1450.0,3.0,100.0,3,6896.551724137931
Greater Faridabad,3 BHK,1350.0,3.0,58.0,3,4296.2962962962965
Greater Faridabad,2 Bedroom,1200.0,2.0,200.0,2,16666.666666666668
Greater Faridabad,2 BHK,1050.0,2.0,50.0,2,4761.9047619047615
Greater Faridabad,2 BHK,1275.0,2.0,87.0,2,6823.529411764706
Greater Faridabad,3 BHK,1460.0,3.0,70.0,3,4794.520547945205
Greater Faridabad,3 BHK,1650.0,3.0,110.0,3,6666.666666666667
Greater Faridabad,2 BHK,850.0,2.0,42.0,2,4941.176470588235
Greater Faridabad,3 BHK,1680.0,3.0,117.0,3,6964.285714285715
Greater Faridabad,3 BHK,1850.0,3.0,150.0,3,8108.108108108108
Greater Faridabad,2 BHK,1236.0,2.0,61.33,2,4961.974110032363
Greater Faridabad,2 BHK,1000.0,2.0,53.0,2,5300.0
Greater Faridabad,3 BHK,1680.0,3.0,125.0,3,7440.476190476191
Greater Faridabad,3 BHK,1675.0,2.0,135.0,3,8059.701492537313
Greater Faridabad,2 BHK,1035.0,2.0,39.33,2,3800.0
Greater Faridabad,2 BHK,1187.0,2.0,59.0,2,4970.513900589722
Greater Faridabad,3 BHK,1850.0,3.0,155.0,3,8378.378378378378
Greater Faridabad,2 BHK,1000.0,2.0,61.0,2,6100.0
Greater Faridabad,3 BHK,1460.0,2.0,100.0,3,6849.315068493151
Greater Faridabad,3 BHK,1650.0,3.0,110.0,3,6666.666666666667
Greater Faridabad,2 BHK,1200.0,2.0,62.5,2,5208.333333333333
Greater Faridabad,2 BHK,1000.0,2.0,70.65,2,7065.000000000001
Greater Faridabad,2 BHK,1070.0,2.0,42.0,2,3925.233644859813
Greater Faridabad,2 BHK,1080.0,2.0,75.0,2,6944.444444444444
Greater Faridabad,3 BHK,2100.0,3.0,200.0,3,9523.809523809523
Greater Faridabad,3 BHK,1415.0,3.0,65.0,3,4593.639575971732
Greater Faridabad,3 BHK,1680.0,3.0,125.0,3,7440.476190476191
Greater Faridabad,2 BHK,1040.0,2.0,41.59,2,3999.038461538462
Greater Faridabad,5 Bedroom,1800.0,6.0,270.0,5,15000.0
Greater Faridabad,2 BHK,1100.0,2.0,44.0,2,4000.0
Greater Faridabad,3 BHK,1460.0,2.0,97.0,3,6643.835616438356
Greater Faridabad,2 BHK,1120.0,2.0,65.0,2,5803.571428571428
Greater Faridabad,2 BHK,1100.0,3.0,60.0,2,5454.545454545455
Greater Faridabad,3 BHK,1790.0,3.0,120.0,3,6703.91061452514
Greater Faridabad,3 BHK,1680.0,3.0,117.0,3,6964.285714285715
Greater Faridabad,2 BHK,1050.0,2.0,77.0,2,7333.333333333333
Greater Faridabad,2 BHK,1174.0,2.0,47.0,2,4003.4071550255535
Greater Faridabad,2 BHK,1050.0,2.0,75.0,2,7142.857142857143
Greater Faridabad,2 BHK,1040.0,2.0,75.0,2,7211.538461538462
Greater Faridabad,3 BHK,1400.0,2.0,95.0,3,6785.714285714285
Greater Faridabad,3 BHK,1800.0,3.0,130.0,3,7222.222222222223
Greater Faridabad,2 BHK,1050.0,2.0,68.0,2,6476.190476190476
Greater Faridabad,3 BHK,1400.0,2.0,57.0,3,4071.4285714285716
Greater Faridabad,2 BHK,1000.0,2.0,60.0,2,6000.0
Greater Faridabad,3 BHK,1680.0,3.0,125.0,3,7440.476190476191
Greater Faridabad,2 BHK,980.0,2.0,86.0,2,8775.510204081633
Greater Faridabad,3 BHK,1370.0,2.0,54.79,3,3999.2700729927005
Greater Faridabad,2 BHK,1050.0,2.0,77.47,2,7378.0952380952385
Greater Faridabad,2 BHK,1270.0,2.0,80.0,2,6299.212598425197
Greater Faridabad,3 BHK,1463.0,2.0,61.45,3,4200.273410799727
Greater Faridabad,3 BHK,1680.0,3.0,122.0,3,7261.9047619047615
Greater Faridabad,1 Bedroom,500.0,1.0,70.0,1,14000.0
Greater Faridabad,6 Bedroom,650.0,6.0,80.0,6,12307.692307692309
Greater Faridabad,2 BHK,1070.0,2.0,42.79,2,3999.0654205607475
Greater Faridabad,2 BHK,1130.0,2.0,85.0,2,7522.123893805309
Greater Faridabad,3 BHK,1680.0,3.0,130.0,3,7738.0952380952385
Greater Faridabad,3 BHK,2000.0,3.0,77.0,3,3850.0
Greater Faridabad,3 BHK,1300.0,2.0,52.0,3,4000.0
Greater Faridabad,3 BHK,2980.0,4.0,260.0,3,8724.832214765102
Greater Faridabad,2 BHK,980.0,2.0,77.44,2,7902.040816326531
Greater Faridabad,3 BHK,1680.0,3.0,112.0,3,6666.666666666667
Greater Faridabad,3 BHK,1515.0,2.0,76.0,3,5016.501650165016
Greater Faridabad,3 BHK,2095.0,3.0,150.0,3,7159.904534606205
Greater Faridabad,3 BHK,1370.0,2.0,54.79,3,3999.2700729927005
Greater Faridabad,4 Bedroom,3200.0,4.0,350.0,4,10937.5
Greater Faridabad,3 BHK,1976.0,3.0,145.0,3,7338.056680161943
Greater Faridabad,3 BHK,1600.0,2.0,110.0,3,6875.0
Greater Faridabad,3 BHK,1765.0,3.0,118.0,3,6685.552407932011
Greater Faridabad,3 BHK,1275.0,2.0,88.0,3,6901.9607843137255
Greater Faridabad,3 BHK,1450.0,2.0,102.0,3,7034.482758620689
Greater Faridabad,2 BHK,1035.0,2.0,39.33,2,3800.0
Greater Faridabad,3 BHK,1575.0,2.0,110.0,3,6984.126984126984
Greater Faridabad,3 BHK,2100.0,3.0,200.0,3,9523.809523809523
Greater Faridabad,3 BHK,1075.0,2.0,57.0,3,5302.325581395349
Greater Faridabad,1 BHK,750.0,1.0,47.0,1,6266.666666666667
Greater Faridabad,2 BHK,1050.0,2.0,42.0,2,4000.0
Greater Faridabad,2 BHK,990.0,2.0,50.0,2,5050.50505050505
Greater Faridabad,1 Bedroom,1000.0,1.0,60.0,1,6000.0
Greater Faridabad,3 BHK,1680.0,2.0,92.0,3,5476.190476190476
Greater Faridabad,2 BHK,1100.0,2.0,44.0,2,4000.0
Greater Faridabad,3 BHK,1430.0,2.0,102.0,3,7132.867132867133
Greater Faridabad,2 BHK,1128.0,2.0,60.0,2,5319.148936170212
Greater Faridabad,3 BHK,2100.0,3.0,190.0,3,9047.619047619048
Greater Faridabad,2 BHK,1140.0,2.0,57.0,2,5000.0
Greater Faridabad,3 BHK,1420.0,3.0,90.0,3,6338.028169014085
Greater Faridabad,2 BHK,1530.0,2.0,108.0,2,7058.823529411765
Greater Faridabad,2 Bedroom,2800.0,2.0,650.0,2,23214.285714285714
Greater Faridabad,2 BHK,1100.0,2.0,110.0,2,10000.0
Greater Faridabad,6 Bedroom,2000.0,6.0,300.0,6,15000.0
Greater Faridabad,6 Bedroom,1500.0,6.0,300.0,6,20000.0
Greater Faridabad,3 Bedroom,1846.0,3.0,300.0,3,16251.354279523293
Greater Faridabad,2 Bedroom,1410.0,1.0,233.0,2,16524.822695035462
Greater Faridabad,2 BHK,1165.0,2.0,135.0,2,11587.982832618025
Greater Faridabad,3 Bedroom,2400.0,3.0,290.0,3,12083.333333333334
Greater Faridabad,4 Bedroom,1650.0,3.0,300.0,4,18181.81818181818
Greater Faridabad,2 BHK,1209.0,2.0,100.0,2,8271.298593879239
Greater Faridabad,3 Bedroom,600.0,2.0,85.0,3,14166.666666666666
Greater Faridabad,2 BHK,1073.5,2.0,54.005,2,5030.740568234746
Greater Faridabad,1 BHK,451.0,1.0,29.9,1,6629.711751662971
Greater Faridabad,4 Bedroom,660.0,4.0,90.0,4,13636.363636363636
Greater Faridabad,3 BHK,1240.0,3.0,43.5,3,3508.064516129032
Greater Faridabad,2 BHK,1062.0,2.0,42.47,2,3999.0583804143125
Greater Faridabad,4 Bedroom,1200.0,4.0,145.0,4,12083.333333333334
Greater Faridabad,3 BHK,1230.0,2.0,43.5,3,3536.5853658536585
Greater Faridabad,3 BHK,1455.0,3.0,73.31,3,5038.487972508591
Greater Faridabad,2 BHK,871.0,2.0,55.0,2,6314.580941446613
Greater Faridabad,2 BHK,1098.0,2.0,43.91,2,3999.089253187614
Greater Faridabad,3 BHK,1800.0,3.0,80.0,3,4444.444444444444
Greater Faridabad,4 Bedroom,2700.0,4.0,130.0,4,4814.814814814815
Greater Faridabad,2 BHK,1080.0,2.0,38.0,2,3518.5185185185187
Greater Faridabad,2 BHK,1059.0,2.0,34.5,2,3257.790368271955
Greater Faridabad,2 BHK,1080.0,2.0,35.0,2,3240.740740740741
Greater Faridabad,3 BHK,1275.0,2.0,41.5,3,3254.901960784314
Greater Faridabad,2 BHK,1062.0,2.0,42.47,2,3999.0583804143125
Greater Faridabad,9 Bedroom,1200.0,8.0,225.0,9,18750.0
Greater Faridabad,1 BHK,500.0,1.0,31.0,1,6200.0
Greater Faridabad,2 BHK,1100.0,2.0,35.0,2,3181.818181818182
Greater Faridabad,3 Bedroom,950.0,3.0,130.0,3,13684.21052631579
Greater Faridabad,4 BHK,2100.0,4.0,92.0,4,4380.952380952381
Greater Faridabad,2 BHK,1035.0,2.0,39.33,2,3800.0
Greater Faridabad,2 BHK,909.0,2.0,40.9,2,4499.4499449945
Greater Faridabad,3 BHK,1431.5,3.0,72.02,3,5031.086273140063
Greater Faridabad,3 Bedroom,1900.0,4.0,90.0,3,4736.8421052631575
Greater Faridabad,4 BHK,1200.0,4.0,140.0,4,11666.666666666666
Greater Faridabad,1 BHK,500.0,1.0,30.0,1,6000.0
Greater Faridabad,2 BHK,1125.0,2.0,36.94,2,3283.5555555555557
Greater Faridabad,4 BHK,1200.0,3.0,110.0,4,9166.666666666666
Greater Faridabad,2 BHK,1100.0,2.0,35.0,2,3181.818181818182
Greater Faridabad,2 BHK,1089.0,2.0,43.55,2,3999.0817263544536
Greater Faridabad,3 BHK,1605.0,2.0,65.0,3,4049.8442367601247
Greater Faridabad,3 BHK,1504.0,2.0,83.0,3,5518.617021276596
Greater Faridabad,4 Bedroom,2600.0,4.0,115.0,4,4423.076923076923
Greater Faridabad,3 BHK,1368.0,2.0,54.71,3,3999.2690058479534
Greater Faridabad,2 BHK,1089.0,2.0,43.55,2,3999.0817263544536
Greater Faridabad,4 Bedroom,1800.0,4.0,230.0,4,12777.777777777777
Greater Faridabad,6 Bedroom,1200.0,6.0,260.0,6,21666.666666666668
Greater Faridabad,3 BHK,1224.0,2.0,48.95,3,3999.1830065359477
Greater Faridabad,2 BHK,1513.0,2.0,62.0,2,4097.818902842036
Greater Faridabad,2 BHK,1298.0,2.0,59.0,2,4545.454545454545
Greater Faridabad,2 BHK,1006.0,2.0,44.0,2,4373.75745526839
Greater Faridabad,1 BHK,500.0,1.0,33.0,1,6600.0
Greater Faridabad,2 BHK,1160.0,2.0,95.0,2,8189.6551724137935
Greater Faridabad,2 BHK,1245.0,2.0,59.0,2,4738.955823293173
Greater Faridabad,2 BHK,1510.0,2.0,80.0,2,5298.013245033113
Greater Faridabad,3 BHK,3300.0,3.0,165.0,3,5000.0
Greater Faridabad,4 Bedroom,1200.0,4.0,270.0,4,22500.0
Greater Faridabad,5 Bedroom,1730.0,5.0,75.0,5,4335.260115606937
Greater Faridabad,3 BHK,1296.0,2.0,51.83,3,3999.2283950617284
Greater Faridabad,3 BHK,1275.0,3.0,45.0,3,3529.4117647058824
Greater Faridabad,2 BHK,1046.0,2.0,48.0,2,4588.910133843212
Greater Faridabad,3 BHK,1269.0,2.0,50.75,3,3999.211977935382
Greater Faridabad,3 BHK,1408.0,3.0,80.0,3,5681.818181818182
Greater Faridabad,4 Bedroom,600.0,5.0,99.0,4,16500.0
Greater Faridabad,3 BHK,1500.0,2.0,55.0,3,3666.6666666666665
Greater Faridabad,1 Bedroom,700.0,1.0,150.0,1,21428.571428571428
Greater Faridabad,9 Bedroom,1200.0,8.0,270.0,9,22500.0
Greater Faridabad,6 Bedroom,1200.0,5.0,280.0,6,23333.333333333332
Greater Faridabad,4 Bedroom,1000.0,5.0,200.0,4,20000.0
Greater Faridabad,4 Bedroom,1440.0,4.0,240.0,4,16666.666666666668
Greater Faridabad,2 BHK,1005.0,2.0,50.0,2,4975.124378109453
Greater Faridabad,7 Bedroom,1200.0,6.0,195.0,7,16250.0
Greater Faridabad,3 BHK,1890.0,2.0,85.0,3,4497.354497354498
Greater Faridabad,2 BHK,1100.0,2.0,65.0,2,5909.090909090909
Greater Faridabad,2 BHK,1080.0,2.0,37.0,2,3425.925925925926
Greater Faridabad,2 BHK,1035.0,2.0,45.0,2,4347.826086956522
Greater Faridabad,4 BHK,5000.0,4.0,290.0,4,5800.0
Greater Faridabad,2 BHK,1164.0,2.0,56.0,2,4810.996563573884
Greater Faridabad,2 BHK,1005.0,2.0,42.0,2,4179.104477611941
Greater Faridabad,4 Bedroom,1200.0,3.0,188.0,4,15666.666666666666
Greater Faridabad,4 BHK,3500.0,4.0,300.0,4,8571.42857142857
Greater Faridabad,2 BHK,1127.0,2.0,50.0,2,4436.557231588287
Greater Faridabad,2 BHK,1005.0,2.0,43.0,2,4278.606965174129
Greater Faridabad,2 BHK,835.0,2.0,37.0,2,4431.137724550898
Greater Faridabad,2 BHK,1050.0,2.0,39.0,2,3714.285714285714
Greater Faridabad,2 BHK,660.0,2.0,27.0,2,4090.909090909091
Greater Faridabad,1 BHK,600.0,1.0,20.0,1,3333.3333333333335
Greater Faridabad,2 BHK,1466.0,2.0,71.0,2,4843.110504774898
Greater Faridabad,3 BHK,1890.0,2.0,93.0,3,4920.6349206349205
Greater Faridabad,2 BHK,1079.0,2.0,60.0,2,5560.704355885079
Greater Faridabad,2 BHK,1480.0,2.0,80.0,2,5405.405405405405
Greater Faridabad,5 Bedroom,1200.0,5.0,160.0,5,13333.333333333334
Greater Faridabad,2 Bedroom,1200.0,2.0,80.0,2,6666.666666666667
Greater Faridabad,2 BHK,905.0,2.0,32.0,2,3535.9116022099447
Greater Faridabad,2 BHK,1073.0,2.0,52.36,2,4879.77632805219
Greater Faridabad,3 BHK,1719.3,2.0,88.0,3,5118.362124120282
Greater Faridabad,3 BHK,1780.0,3.0,88.0,3,4943.820224719101
Greater Faridabad,3 Bedroom,600.0,3.0,79.0,3,13166.666666666666
Greater Faridabad,3 Bedroom,600.0,3.0,85.0,3,14166.666666666666
Greater Faridabad,7 Bedroom,820.0,7.0,140.0,7,17073.170731707316
Greater Faridabad,6 Bedroom,600.0,6.0,75.0,6,12500.0
Greater Faridabad,3 BHK,1300.0,2.0,58.0,3,4461.538461538462
Greater Faridabad,3 BHK,1522.0,3.0,90.0,3,5913.272010512484
Greater Faridabad,3 BHK,1571.0,3.0,65.0,3,4137.492043284532
Greater Faridabad,4 Bedroom,1900.0,4.0,80.0,4,4210.526315789473
Greater Faridabad,2 BHK,890.0,2.0,45.0,2,5056.179775280899
Greater Faridabad,3 BHK,1240.0,2.0,39.89,3,3216.935483870968
Greater Faridabad,8 Bedroom,1200.0,8.0,135.0,8,11250.0
Greater Faridabad,4 BHK,5000.0,4.0,300.0,4,6000.0
Greater Faridabad,3 BHK,1240.0,2.0,42.85,3,3455.6451612903224
Greater Faridabad,8 BHK,800.0,8.0,140.0,8,17500.0
Greater Faridabad,2 BHK,1050.0,2.0,35.0,2,3333.3333333333335
Greater Faridabad,2 BHK,1331.95,2.0,69.0,2,5180.374638687638
Greater Faridabad,4 Bedroom,1150.0,3.0,110.0,4,9565.217391304348
Greater Faridabad,4 Bedroom,1650.0,4.0,320.0,4,19393.939393939392
Greater Faridabad,4 Bedroom,1150.0,4.0,110.0,4,9565.217391304348
Greater Faridabad,1 BHK,600.0,2.0,35.0,1,5833.333333333333
Greater Faridabad,1 Bedroom,1500.0,2.0,85.0,1,5666.666666666667
Greater Faridabad,2 BHK,1180.0,2.0,41.94,2,3554.237288135593
Greater Faridabad,3 BHK,1310.0,2.0,50.0,3,3816.793893129771
Greater Faridabad,2 BHK,1100.0,2.0,38.45,2,3495.454545454546
Greater Faridabad,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Greater Faridabad,2 BHK,1100.0,2.0,38.49,2,3499.090909090909
Greater Faridabad,2 BHK,1190.0,2.0,41.0,2,3445.378151260504
Greater Faridabad,2 BHK,1100.0,2.0,38.5,2,3500.0
Greater Faridabad,2 BHK,985.0,2.0,40.39,2,4100.507614213198
Greater Faridabad,6 Bedroom,2200.0,6.0,68.0,6,3090.909090909091
Greater Faridabad,1 BHK,765.0,2.0,30.0,1,3921.5686274509803
Greater Faridabad,2 BHK,880.0,2.0,35.0,2,3977.2727272727275
Greater Faridabad,2 BHK,795.0,2.0,32.54,2,4093.0817610062895
Greater Faridabad,2 BHK,1005.0,2.0,39.59,2,3939.303482587065
Greater Faridabad,1 BHK,734.0,1.0,19.82,1,2700.272479564033
Greater Faridabad,5 Bedroom,1200.0,4.0,98.0,5,8166.666666666667
Greater Faridabad,3 BHK,1260.0,2.0,45.0,3,3571.4285714285716
Greater Faridabad,2 BHK,1020.0,2.0,41.82,2,4100.0
Greater Faridabad,4 Bedroom,1200.0,3.0,120.0,4,10000.0
Greater Faridabad,3 BHK,1326.0,2.0,34.8,3,2624.434389140271
Greater Faridabad,3 BHK,1326.0,2.0,35.0,3,2639.517345399698
Greater Faridabad,2 BHK,985.0,2.0,40.39,2,4100.507614213198
Greater Faridabad,6 Bedroom,2500.0,6.0,81.0,6,3240.0
Greater Faridabad,2 BHK,795.0,2.0,32.54,2,4093.0817610062895
Greater Faridabad,2 BHK,1130.0,2.0,46.33,2,4100.0
Greater Faridabad,2 BHK,795.0,1.0,32.6,2,4100.62893081761
Greater Faridabad,8 Bedroom,3000.0,8.0,150.0,8,5000.0
Greater Faridabad,2 BHK,985.0,2.0,38.92,2,3951.269035532995
Greater Faridabad,6 Bedroom,1200.0,6.0,95.0,6,7916.666666666667
Greater Faridabad,2 BHK,1000.0,2.0,41.0,2,4100.0
Greater Faridabad,2 BHK,995.0,2.0,40.8,2,4100.5025125628135
Greater Faridabad,2 BHK,1020.0,2.0,40.8,2,3999.9999999999995
Greater Faridabad,2 BHK,1140.0,1.0,185.0,2,16228.070175438597
Greater Faridabad,7 Bedroom,2100.0,7.0,410.0,7,19523.809523809523
Greater Faridabad,2 BHK,1270.0,2.0,50.0,2,3937.0078740157483
Greater Faridabad,3 BHK,1495.0,3.0,55.0,3,3678.9297658862874
Greater Faridabad,2 Bedroom,1200.0,1.0,42.0,2,3500.0
Greater Faridabad,1 Bedroom,1260.0,1.0,41.0,1,3253.968253968254
Greater Faridabad,1 Bedroom,1260.0,1.0,41.0,1,3253.968253968254
Greater Faridabad,5 Bedroom,875.0,5.0,120.0,5,13714.285714285714
Greater Faridabad,2 BHK,1201.0,2.0,65.0,2,5412.156536219817
Greater Faridabad,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
Greater Faridabad,3 BHK,1620.0,3.0,98.0,3,6049.382716049383
Greater Faridabad,2 BHK,1028.0,2.0,42.0,2,4085.603112840467
Greater Faridabad,2 BHK,1199.0,2.0,65.0,2,5421.184320266889
Greater Faridabad,2 BHK,1080.0,2.0,55.0,2,5092.592592592592
Greater Faridabad,3 BHK,1800.0,3.0,65.0,3,3611.1111111111113
Greater Faridabad,2 BHK,1045.0,2.0,36.58,2,3500.4784688995214
Greater Faridabad,2 BHK,1123.0,2.0,64.0,2,5699.020480854853
Greater Faridabad,2 BHK,1308.0,2.0,60.0,2,4587.155963302752
Greater Faridabad,2 BHK,1135.0,2.0,68.0,2,5991.1894273127755
Greater Faridabad,2 BHK,1005.0,2.0,55.0,2,5472.636815920398
Greater Faridabad,3 BHK,2000.0,3.0,90.0,3,4500.0
Greater Faridabad,5 Bedroom,1200.0,5.0,225.0,5,18750.0
Greater Faridabad,3 BHK,1925.0,3.0,120.0,3,6233.766233766234
Greater Faridabad,7 Bedroom,3000.0,6.0,145.0,7,4833.333333333333
Greater Faridabad,1 BHK,800.0,1.0,72.0,1,9000.0
Greater Faridabad,1 BHK,1200.0,1.0,65.0,1,5416.666666666667
Greater Faridabad,3 Bedroom,1350.0,1.0,120.0,3,8888.888888888889
Greater Faridabad,3 BHK,1450.0,2.0,85.0,3,5862.068965517241
Greater Faridabad,3 BHK,1490.0,2.0,59.6,3,4000.0
Greater Faridabad,2 BHK,1040.0,2.0,46.79,2,4499.038461538462
Greater Faridabad,3 Bedroom,1936.0,3.0,110.0,3,5681.818181818182
Greater Faridabad,3 BHK,1080.0,2.0,75.0,3,6944.444444444444
Greater Faridabad,2 BHK,1075.0,2.0,48.38,2,4500.46511627907
Greater Faridabad,2 BHK,1150.0,2.0,46.0,2,4000.0
Greater Faridabad,2 BHK,1100.0,2.0,58.5,2,5318.181818181818
Greater Faridabad,3 BHK,2250.0,3.0,113.0,3,5022.222222222223
Greater Faridabad,2 BHK,1053.0,2.0,51.0,2,4843.304843304843
Greater Faridabad,2 BHK,967.0,2.0,47.8,2,4943.1230610134435
Greater Faridabad,3 BHK,2061.0,3.0,200.0,3,9704.02717127608
Greater Faridabad,2 BHK,1388.0,2.0,57.0,2,4106.628242074928
Greater Faridabad,2 BHK,1070.0,2.0,54.0,2,5046.728971962617
Greater Faridabad,3 BHK,1250.0,3.0,40.0,3,3200.0
Greater Faridabad,2 BHK,1280.0,2.0,58.0,2,4531.25
Greater Faridabad,3 BHK,1662.0,3.0,85.1,3,5120.336943441636
Greater Faridabad,3 BHK,1897.0,3.0,120.0,3,6325.77754348972
Greater Faridabad,3 BHK,1410.0,2.0,75.0,3,5319.148936170212
Greater Faridabad,3 BHK,1360.0,2.0,85.0,3,6250.0
Greater Faridabad,3 BHK,1476.0,3.0,120.0,3,8130.081300813008
Greater Faridabad,3 BHK,1600.0,2.0,65.0,3,4062.5
Greater Faridabad,3 BHK,1720.0,3.0,134.0,3,7790.697674418605
Greater Faridabad,3 BHK,1410.0,2.0,80.0,3,5673.758865248227
Greater Faridabad,3 BHK,1662.0,3.0,85.0,3,5114.320096269555
Greater Faridabad,4 Bedroom,1080.0,4.0,75.0,4,6944.444444444444
Greater Faridabad,3 BHK,1662.0,3.0,85.5,3,5144.404332129964
Greater Faridabad,2 BHK,1280.0,2.0,60.0,2,4687.5
Greater Faridabad,3 BHK,1666.0,3.0,95.0,3,5702.280912364946
Greater Faridabad,4 Bedroom,1410.0,4.0,160.0,4,11347.517730496455
Greater Faridabad,3 BHK,1575.0,3.0,90.0,3,5714.285714285715
Greater Faridabad,3 BHK,1430.0,2.0,75.0,3,5244.755244755244
Greater Faridabad,3 BHK,1419.0,2.0,73.0,3,5144.46793516561
Greater Faridabad,4 Bedroom,750.0,4.0,62.0,4,8266.666666666666
Greater Faridabad,2 BHK,1280.0,2.0,60.0,2,4687.5
Greater Faridabad,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Greater Faridabad,2 BHK,1092.0,2.0,60.0,2,5494.505494505494
Greater Faridabad,3 BHK,1690.0,3.0,85.0,3,5029.585798816568
Greater Faridabad,3 BHK,1700.0,3.0,80.0,3,4705.882352941177
Greater Faridabad,3 BHK,1897.0,4.0,93.0,3,4902.477596204533
Greater Faridabad,3 BHK,1884.0,3.0,98.0,3,5201.698513800425
Greater Faridabad,3 BHK,2061.0,3.0,175.0,3,8491.02377486657
Greater Faridabad,3 BHK,1551.0,2.0,60.0,3,3868.4719535783365
Greater Faridabad,2 BHK,1314.0,2.0,68.8,2,5235.920852359209
Greater Faridabad,3 BHK,1690.0,3.0,85.0,3,5029.585798816568
Greater Faridabad,2 BHK,1265.0,2.0,67.0,2,5296.442687747036
Greater Faridabad,2 BHK,1126.0,2.0,55.0,2,4884.547069271758
Greater Faridabad,3 BHK,2300.0,4.0,102.0,3,4434.782608695652
Greater Faridabad,3 BHK,1662.0,3.0,90.0,3,5415.162454873646
Greater Faridabad,3 BHK,1420.0,2.0,75.0,3,5281.69014084507
Greater Faridabad,3 BHK,1435.0,3.0,53.0,3,3693.3797909407667
Greater Faridabad,3 BHK,1412.0,2.0,88.0,3,6232.294617563739
Greater Faridabad,3 BHK,1434.0,3.0,84.0,3,5857.740585774059
Greater Faridabad,3 BHK,1890.0,4.0,100.0,3,5291.005291005291
Greater Faridabad,3 Bedroom,2650.0,3.0,125.0,3,4716.981132075472
Greater Faridabad,3 BHK,1419.0,2.0,87.0,3,6131.0782241014795
Greater Faridabad,2 BHK,1300.0,2.0,54.0,2,4153.846153846154
Greater Faridabad,3 BHK,1690.0,3.0,85.0,3,5029.585798816568
Greater Faridabad,2 BHK,1000.0,2.0,38.0,2,3800.0
Greater Faridabad,2 BHK,1113.0,2.0,52.0,2,4672.057502246182
Greater Faridabad,3 BHK,1820.0,4.0,95.0,3,5219.780219780219
Greater Faridabad,3 BHK,2061.0,4.0,175.0,3,8491.02377486657
Greater Faridabad,1 Bedroom,2000.0,1.0,200.0,1,10000.0
Greater Faridabad,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
Greater Faridabad,3 BHK,1896.0,3.0,102.0,3,5379.7468354430375
Greater Faridabad,2 BHK,1300.0,2.0,66.0,2,5076.923076923077
Greater Faridabad,2 BHK,1225.0,2.0,68.0,2,5551.0204081632655
Greater Faridabad,2 BHK,1179.0,2.0,51.0,2,4325.699745547074
Greater Faridabad,3 BHK,1421.0,2.0,73.0,3,5137.227304714989
Greater Faridabad,2 BHK,1200.0,2.0,45.0,2,3750.0
Greater Faridabad,3 BHK,1893.0,4.0,95.0,3,5018.489170628632
Greater Faridabad,2 BHK,900.0,2.0,45.0,2,5000.0
Greater Faridabad,4 Bedroom,1200.0,4.0,125.0,4,10416.666666666666
Greater Faridabad,4 Bedroom,1200.0,4.0,120.0,4,10000.0
Greater Faridabad,4 Bedroom,1200.0,4.0,165.0,4,13750.0
Greater Faridabad,4 Bedroom,4000.0,4.0,170.0,4,4250.0
Greater Faridabad,3 BHK,1300.0,2.0,49.0,3,3769.230769230769
Greater Faridabad,3 BHK,1280.0,2.0,49.0,3,3828.125
Greater Faridabad,2 BHK,1141.0,2.0,55.0,2,4820.333041191937
Greater Faridabad,3 BHK,1260.0,2.0,49.0,3,3888.8888888888887
Greater Faridabad,2 BHK,1427.0,2.0,52.0,2,3644.008409250175
Greater Faridabad,4 Bedroom,1200.0,4.0,165.0,4,13750.0
Greater Faridabad,5 Bedroom,2400.0,4.0,300.0,5,12500.0
